Date,Close
1/3/2000 16:00:00,15.53
1/4/2000 16:00:00,14.63
1/5/2000 16:00:00,15
1/6/2000 16:00:00,15.38
1/7/2000 16:00:00,16.34
1/10/2000 16:00:00,17.56
1/11/2000 16:00:00,17
1/12/2000 16:00:00,18.19
1/13/2000 16:00:00,17.75
1/14/2000 16:00:00,20.22
1/18/2000 16:00:00,19.47
1/19/2000 16:00:00,19.66
1/20/2000 16:00:00,19.06
1/21/2000 16:00:00,18.31
1/24/2000 16:00:00,17
1/25/2000 16:00:00,19.78
1/26/2000 16:00:00,18.56
1/27/2000 16:00:00,18.44
1/28/2000 16:00:00,17.63
1/31/2000 16:00:00,18.13
2/1/2000 16:00:00,18.28
2/2/2000 16:00:00,18
2/3/2000 16:00:00,19.59
2/4/2000 16:00:00,19.28
2/7/2000 16:00:00,20.44
2/8/2000 16:00:00,20.69
2/9/2000 16:00:00,21.03
2/10/2000 16:00:00,21.25
2/11/2000 16:00:00,22.34
2/14/2000 16:00:00,21.59
2/15/2000 16:00:00,21.91
2/16/2000 16:00:00,21.88
2/17/2000 16:00:00,21.06
2/18/2000 16:00:00,20.13
2/22/2000 16:00:00,20.91
2/23/2000 16:00:00,20.53
2/24/2000 16:00:00,21.28
2/25/2000 16:00:00,20.22
2/28/2000 16:00:00,18.81
2/29/2000 16:00:00,19.56
3/1/2000 16:00:00,20.22
3/2/2000 16:00:00,19.63
3/3/2000 16:00:00,21
3/6/2000 16:00:00,23.75
3/7/2000 16:00:00,26.31
3/8/2000 16:00:00,26.06
3/9/2000 16:00:00,28.75
3/10/2000 16:00:00,26.38
3/13/2000 16:00:00,25.66
3/14/2000 16:00:00,24.69
3/15/2000 16:00:00,24.09
3/16/2000 16:00:00,24.63
3/17/2000 16:00:00,25.06
3/20/2000 16:00:00,26.06
3/21/2000 16:00:00,27.41
3/22/2000 16:00:00,28.28
3/23/2000 16:00:00,27.69
3/24/2000 16:00:00,27
3/27/2000 16:00:00,27.09
3/28/2000 16:00:00,27.59
3/29/2000 16:00:00,26.44
3/30/2000 16:00:00,29.63
3/31/2000 16:00:00,28.53
4/3/2000 16:00:00,30.31
4/4/2000 16:00:00,30.56
4/5/2000 16:00:00,34
4/6/2000 16:00:00,35.63
4/7/2000 16:00:00,37.19
4/10/2000 16:00:00,37.13
4/11/2000 16:00:00,34.16
4/12/2000 16:00:00,31.88
4/13/2000 16:00:00,35.38
4/14/2000 16:00:00,33.28
4/17/2000 16:00:00,35.88
4/18/2000 16:00:00,39.34
4/19/2000 16:00:00,37.53
4/20/2000 16:00:00,39.31
4/24/2000 16:00:00,39.75
4/25/2000 16:00:00,43.5
4/26/2000 16:00:00,41
4/27/2000 16:00:00,42.25
4/28/2000 16:00:00,43.91
5/1/2000 16:00:00,44.22
5/2/2000 16:00:00,44.84
5/3/2000 16:00:00,43.66
5/4/2000 16:00:00,45.22
5/5/2000 16:00:00,46.13
5/8/2000 16:00:00,44.47
5/9/2000 16:00:00,41.5
5/10/2000 16:00:00,40.63
5/11/2000 16:00:00,43.63
5/12/2000 16:00:00,42.84
5/15/2000 16:00:00,42.13
5/16/2000 16:00:00,44.38
5/17/2000 16:00:00,42.66
5/18/2000 16:00:00,43.03
5/19/2000 16:00:00,41.91
5/22/2000 16:00:00,40.19
5/23/2000 16:00:00,37.75
5/24/2000 16:00:00,35.81
5/25/2000 16:00:00,35.44
5/26/2000 16:00:00,37
5/30/2000 16:00:00,42.5
5/31/2000 16:00:00,40.72
6/1/2000 16:00:00,41.81
6/2/2000 16:00:00,44.88
6/5/2000 16:00:00,45.53
6/6/2000 16:00:00,45.34
6/7/2000 16:00:00,43.59
6/8/2000 16:00:00,43.44
6/9/2000 16:00:00,44.25
6/12/2000 16:00:00,42.88
6/13/2000 16:00:00,43.69
6/14/2000 16:00:00,41.28
6/15/2000 16:00:00,41.25
6/16/2000 16:00:00,41.5
6/19/2000 16:00:00,45.91
6/20/2000 16:00:00,45.88
6/21/2000 16:00:00,47.28
6/22/2000 16:00:00,45.5
6/23/2000 16:00:00,43.81
6/26/2000 16:00:00,43
6/27/2000 16:00:00,41.69
6/28/2000 16:00:00,39.94
6/29/2000 16:00:00,38.13
6/30/2000 16:00:00,38.63
7/3/2000 16:00:00,42.03
7/5/2000 16:00:00,37.25
7/6/2000 16:00:00,38.66
7/7/2000 16:00:00,41
7/10/2000 16:00:00,42
7/11/2000 16:00:00,41.13
7/12/2000 16:00:00,41.88
7/13/2000 16:00:00,42.66
7/14/2000 16:00:00,44.69
7/17/2000 16:00:00,45.44
7/18/2000 16:00:00,44
7/19/2000 16:00:00,45.97
7/20/2000 16:00:00,42.69
7/21/2000 16:00:00,40.5
7/24/2000 16:00:00,38.75
7/25/2000 16:00:00,39.34
7/26/2000 16:00:00,37.56
7/27/2000 16:00:00,34.56
7/28/2000 16:00:00,34.75
7/31/2000 16:00:00,35.97
8/1/2000 16:00:00,33.53
8/2/2000 16:00:00,30.88
8/3/2000 16:00:00,32.31
8/4/2000 16:00:00,31.31
8/7/2000 16:00:00,32.94
8/8/2000 16:00:00,30.5
8/9/2000 16:00:00,30.22
8/10/2000 16:00:00,28.38
8/11/2000 16:00:00,28.5
8/14/2000 16:00:00,31.5
8/15/2000 16:00:00,31.75
8/16/2000 16:00:00,32.09
8/17/2000 16:00:00,33.88
8/18/2000 16:00:00,35.31
8/21/2000 16:00:00,34.13
8/22/2000 16:00:00,34.81
8/23/2000 16:00:00,34.56
8/24/2000 16:00:00,34.69
8/25/2000 16:00:00,34.25
8/28/2000 16:00:00,34.38
8/29/2000 16:00:00,34.56
8/30/2000 16:00:00,34.63
8/31/2000 16:00:00,37.63
9/1/2000 16:00:00,37.31
9/5/2000 16:00:00,34.63
9/6/2000 16:00:00,32.31
9/7/2000 16:00:00,33
9/8/2000 16:00:00,32.06
9/11/2000 16:00:00,31.88
9/12/2000 16:00:00,30.25
9/13/2000 16:00:00,28.5
9/14/2000 16:00:00,28.44
9/15/2000 16:00:00,27.88
9/18/2000 16:00:00,26.19
9/19/2000 16:00:00,30
9/20/2000 16:00:00,29.38
9/21/2000 16:00:00,27.56
9/22/2000 16:00:00,25
9/25/2000 16:00:00,26
9/26/2000 16:00:00,24.5
9/27/2000 16:00:00,24
9/28/2000 16:00:00,24.88
9/29/2000 16:00:00,23.63
10/2/2000 16:00:00,23.25
10/3/2000 16:00:00,23.69
10/4/2000 16:00:00,24.44
10/5/2000 16:00:00,23.5
10/6/2000 16:00:00,22
10/9/2000 16:00:00,22.38
10/10/2000 16:00:00,22.25
10/11/2000 16:00:00,21.75
10/12/2000 16:00:00,22.13
10/13/2000 16:00:00,21.81
10/16/2000 16:00:00,20.38
10/17/2000 16:00:00,18.38
10/18/2000 16:00:00,18.13
10/19/2000 16:00:00,21.81
10/20/2000 16:00:00,22.13
10/23/2000 16:00:00,21.88
10/24/2000 16:00:00,20.19
10/25/2000 16:00:00,19.19
10/26/2000 16:00:00,20.31
10/27/2000 16:00:00,20.44
10/30/2000 16:00:00,20.25
10/31/2000 16:00:00,22.63
11/1/2000 16:00:00,23.81
11/2/2000 16:00:00,23.75
11/3/2000 16:00:00,23.75
11/6/2000 16:00:00,24.31
11/7/2000 16:00:00,22.56
11/8/2000 16:00:00,21.69
11/9/2000 16:00:00,21
11/10/2000 16:00:00,20.06
11/13/2000 16:00:00,21.31
11/14/2000 16:00:00,21.75
11/15/2000 16:00:00,21.94
11/16/2000 16:00:00,20.56
11/17/2000 16:00:00,20.56
11/20/2000 16:00:00,20.38
11/21/2000 16:00:00,19.94
11/22/2000 16:00:00,19.63
11/24/2000 16:00:00,20.81
11/27/2000 16:00:00,19
11/28/2000 16:00:00,17.75
11/29/2000 16:00:00,17.06
11/30/2000 16:00:00,15.25
12/1/2000 16:00:00,15.44
12/4/2000 16:00:00,15.38
12/5/2000 16:00:00,15.75
12/6/2000 16:00:00,14.44
12/7/2000 16:00:00,14.5
12/8/2000 16:00:00,16.06
12/11/2000 16:00:00,17.31
12/12/2000 16:00:00,17.25
12/13/2000 16:00:00,16.75
12/14/2000 16:00:00,16.5
12/15/2000 16:00:00,16.19
12/18/2000 16:00:00,15.25
12/19/2000 16:00:00,15.38
12/20/2000 16:00:00,14.56
12/21/2000 16:00:00,13.69
12/22/2000 16:00:00,14.31
12/26/2000 16:00:00,14
12/27/2000 16:00:00,14.63
12/28/2000 16:00:00,14.31
12/29/2000 16:00:00,13.81
1/2/2001 16:00:00,14.38
1/3/2001 16:00:00,16.25
1/4/2001 16:00:00,16.69
1/5/2001 16:00:00,16
1/8/2001 16:00:00,16.19
1/9/2001 16:00:00,16.75
1/10/2001 16:00:00,17.13
1/11/2001 16:00:00,18.19
1/12/2001 16:00:00,17.81
1/16/2001 16:00:00,17.13
1/17/2001 16:00:00,18.5
1/18/2001 16:00:00,22.69
1/19/2001 16:00:00,22
1/22/2001 16:00:00,21.44
1/23/2001 16:00:00,22.31
1/24/2001 16:00:00,22.69
1/25/2001 16:00:00,21.94
1/26/2001 16:00:00,21.38
1/29/2001 16:00:00,23.15
1/30/2001 16:00:00,24.02
1/31/2001 16:00:00,24.6
2/1/2001 16:00:00,25.71
2/2/2001 16:00:00,23.89
2/5/2001 16:00:00,24
2/6/2001 16:00:00,24.05
2/7/2001 16:00:00,23.57
2/8/2001 16:00:00,24
2/9/2001 16:00:00,24.37
2/12/2001 16:00:00,24
2/13/2001 16:00:00,24.01
2/14/2001 16:00:00,24.95
2/15/2001 16:00:00,26.23
2/16/2001 16:00:00,24.71
2/20/2001 16:00:00,22.57
2/21/2001 16:00:00,23
2/22/2001 16:00:00,21
2/23/2001 16:00:00,22.1
2/26/2001 16:00:00,22.83
2/27/2001 16:00:00,21.98
2/28/2001 16:00:00,21.5
3/1/2001 16:00:00,20.95
3/2/2001 16:00:00,21.74
3/5/2001 16:00:00,23.13
3/6/2001 16:00:00,24.75
3/7/2001 16:00:00,25.1
3/8/2001 16:00:00,26
3/9/2001 16:00:00,23.3
3/12/2001 16:00:00,22.73
3/13/2001 16:00:00,23.78
3/14/2001 16:00:00,23.94
3/15/2001 16:00:00,23.56
3/16/2001 16:00:00,23.4
3/19/2001 16:00:00,23.73
3/20/2001 16:00:00,22.43
3/21/2001 16:00:00,23.29
3/22/2001 16:00:00,26.45
3/23/2001 16:00:00,29.44
3/26/2001 16:00:00,28.74
3/27/2001 16:00:00,29.69
3/28/2001 16:00:00,27.7
3/29/2001 16:00:00,28.3
3/30/2001 16:00:00,26.54
4/2/2001 16:00:00,25.5
4/3/2001 16:00:00,23.68
4/4/2001 16:00:00,20.74
4/5/2001 16:00:00,23.02
4/6/2001 16:00:00,20.05
4/9/2001 16:00:00,19.7
4/10/2001 16:00:00,21.32
4/11/2001 16:00:00,23.51
4/12/2001 16:00:00,24.85
4/16/2001 16:00:00,23.5
4/17/2001 16:00:00,23
4/18/2001 16:00:00,27.85
4/19/2001 16:00:00,29.01
4/20/2001 16:00:00,29
4/23/2001 16:00:00,27.6
4/24/2001 16:00:00,27.35
4/25/2001 16:00:00,26.9
4/26/2001 16:00:00,27.51
4/27/2001 16:00:00,29.99
4/30/2001 16:00:00,31
5/1/2001 16:00:00,31.86
5/2/2001 16:00:00,32.95
5/3/2001 16:00:00,32.61
5/4/2001 16:00:00,30.99
5/7/2001 16:00:00,30.01
5/8/2001 16:00:00,29.75
5/9/2001 16:00:00,28.15
5/10/2001 16:00:00,28.7
5/11/2001 16:00:00,27.68
5/14/2001 16:00:00,27.2
5/15/2001 16:00:00,29.14
5/16/2001 16:00:00,31.5
5/17/2001 16:00:00,31.55
5/18/2001 16:00:00,32.49
5/21/2001 16:00:00,34.4
5/22/2001 16:00:00,33.99
5/23/2001 16:00:00,32.66
5/24/2001 16:00:00,31.95
5/25/2001 16:00:00,31.91
5/29/2001 16:00:00,29.43
5/30/2001 16:00:00,27.95
5/31/2001 16:00:00,28.25
6/1/2001 16:00:00,29.6
6/4/2001 16:00:00,27.61
6/5/2001 16:00:00,28.9
6/6/2001 16:00:00,28.37
6/7/2001 16:00:00,30.28
6/8/2001 16:00:00,31.11
6/11/2001 16:00:00,30.05
6/12/2001 16:00:00,29.67
6/13/2001 16:00:00,29.28
6/14/2001 16:00:00,27.44
6/15/2001 16:00:00,27.56
6/18/2001 16:00:00,26.4
6/19/2001 16:00:00,24.99
6/20/2001 16:00:00,23.95
6/21/2001 16:00:00,24.48
6/22/2001 16:00:00,24.67
6/25/2001 16:00:00,25.29
6/26/2001 16:00:00,26.15
6/27/2001 16:00:00,26.5
6/28/2001 16:00:00,27.43
6/29/2001 16:00:00,28.88
7/2/2001 16:00:00,29.74
7/3/2001 16:00:00,29.76
7/5/2001 16:00:00,28.64
7/6/2001 16:00:00,20.8
7/9/2001 16:00:00,21.21
7/10/2001 16:00:00,21
7/11/2001 16:00:00,21.12
7/12/2001 16:00:00,22.7
7/13/2001 16:00:00,21.08
7/16/2001 16:00:00,20
7/17/2001 16:00:00,20.42
7/18/2001 16:00:00,17.87
7/19/2001 16:00:00,17.54
7/20/2001 16:00:00,17
7/23/2001 16:00:00,16.9
7/24/2001 16:00:00,16.38
7/25/2001 16:00:00,16.3
7/26/2001 16:00:00,17.5
7/27/2001 16:00:00,17.68
7/30/2001 16:00:00,18.2
7/31/2001 16:00:00,18.26
8/1/2001 16:00:00,18.9
8/2/2001 16:00:00,19.76
8/3/2001 16:00:00,19.25
8/6/2001 16:00:00,17.62
8/7/2001 16:00:00,17.55
8/8/2001 16:00:00,16.7
8/9/2001 16:00:00,16.69
8/10/2001 16:00:00,16.21
8/13/2001 16:00:00,16.61
8/14/2001 16:00:00,15.5
8/15/2001 16:00:00,14.75
8/16/2001 16:00:00,15
8/17/2001 16:00:00,14.39
8/20/2001 16:00:00,14.46
8/21/2001 16:00:00,14.75
8/22/2001 16:00:00,14.51
8/23/2001 16:00:00,14.3
8/24/2001 16:00:00,15.1
8/27/2001 16:00:00,15.3
8/28/2001 16:00:00,14.86
8/29/2001 16:00:00,14.2
8/30/2001 16:00:00,13.29
8/31/2001 16:00:00,13.55
9/4/2001 16:00:00,12.95
9/5/2001 16:00:00,12.05
9/6/2001 16:00:00,11.4
9/7/2001 16:00:00,11.5
9/10/2001 16:00:00,11.83
9/17/2001 16:00:00,10.14
9/18/2001 16:00:00,9.5
9/19/2001 16:00:00,9.11
9/20/2001 16:00:00,8.99
9/21/2001 16:00:00,9.3
9/24/2001 16:00:00,9.81
9/25/2001 16:00:00,9.05
9/26/2001 16:00:00,8.35
9/27/2001 16:00:00,8
9/28/2001 16:00:00,8.15
10/1/2001 16:00:00,7.93
10/2/2001 16:00:00,8
10/3/2001 16:00:00,8.46
10/4/2001 16:00:00,9
10/5/2001 16:00:00,8.6
10/8/2001 16:00:00,8.78
10/9/2001 16:00:00,8.86
10/10/2001 16:00:00,9.59
10/11/2001 16:00:00,10.5
10/12/2001 16:00:00,10.4
10/15/2001 16:00:00,10.23
10/16/2001 16:00:00,10.61
10/17/2001 16:00:00,9.71
10/18/2001 16:00:00,9.5
10/19/2001 16:00:00,9.19
10/22/2001 16:00:00,9.58
10/23/2001 16:00:00,9.85
10/24/2001 16:00:00,9.95
10/25/2001 16:00:00,10.26
10/26/2001 16:00:00,10.34
10/29/2001 16:00:00,9.56
10/30/2001 16:00:00,9.47
10/31/2001 16:00:00,9.84
11/1/2001 16:00:00,11.5
11/2/2001 16:00:00,12.25
11/5/2001 16:00:00,13.04
11/6/2001 16:00:00,13
11/7/2001 16:00:00,13.52
11/8/2001 16:00:00,12.4
11/9/2001 16:00:00,12.39
11/12/2001 16:00:00,12.8
11/13/2001 16:00:00,13.42
11/14/2001 16:00:00,13.76
11/15/2001 16:00:00,13.75
11/16/2001 16:00:00,13.65
11/19/2001 16:00:00,13.65
11/20/2001 16:00:00,13.19
11/21/2001 16:00:00,13.34
11/23/2001 16:00:00,13.36
11/26/2001 16:00:00,14.15
11/27/2001 16:00:00,13.8
11/28/2001 16:00:00,13.21
11/29/2001 16:00:00,13.53
11/30/2001 16:00:00,13.61
12/3/2001 16:00:00,14.05
12/4/2001 16:00:00,14.9
12/5/2001 16:00:00,16.24
12/6/2001 16:00:00,16.25
12/7/2001 16:00:00,17.85
12/10/2001 16:00:00,17.5
12/11/2001 16:00:00,17.86
12/12/2001 16:00:00,18.31
12/13/2001 16:00:00,16.18
12/14/2001 16:00:00,17.47
12/17/2001 16:00:00,17.8
12/18/2001 16:00:00,17.58
12/19/2001 16:00:00,16.96
12/20/2001 16:00:00,15.65
12/21/2001 16:00:00,15.87
12/24/2001 16:00:00,15.56
12/26/2001 16:00:00,15.62
12/27/2001 16:00:00,16.12
12/28/2001 16:00:00,16.38
12/31/2001 16:00:00,15.86
1/2/2002 16:00:00,16.39
1/3/2002 16:00:00,19.37
1/4/2002 16:00:00,20
1/7/2002 16:00:00,19.98
1/8/2002 16:00:00,19.9
1/9/2002 16:00:00,19.09
1/10/2002 16:00:00,18.64
1/11/2002 16:00:00,19.15
1/14/2002 16:00:00,19.61
1/15/2002 16:00:00,19.15
1/16/2002 16:00:00,17.91
1/17/2002 16:00:00,17.28
1/18/2002 16:00:00,16.81
1/22/2002 16:00:00,16.29
1/23/2002 16:00:00,16.7
1/24/2002 16:00:00,16.13
1/25/2002 16:00:00,16.3
1/28/2002 16:00:00,16.36
1/29/2002 16:00:00,15.89
1/30/2002 16:00:00,15.67
1/31/2002 16:00:00,15.8
2/1/2002 16:00:00,15.8
2/4/2002 16:00:00,15.05
2/5/2002 16:00:00,14.58
2/6/2002 16:00:00,14.05
2/7/2002 16:00:00,13.49
2/8/2002 16:00:00,15.25
2/11/2002 16:00:00,15
2/12/2002 16:00:00,15.12
2/13/2002 16:00:00,15.5
2/14/2002 16:00:00,14.85
2/15/2002 16:00:00,14.52
2/19/2002 16:00:00,13.76
2/20/2002 16:00:00,14.72
